STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,ADJUSTMENT,Adjustment,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,ACTIVITY,Economic activity,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2019-Q3,,5369659.8,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2011-Q4,,4396524,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2015-Q1,,4777397.3,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2023-Q2,,5874575,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2000-Q1,,3564423.5,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2000-Q2,,3631450,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2000-Q3,,3643935.8,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2012-Q3,,4451158.3,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2012-Q4,,4448720.3,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2013-Q1,,4487620.8,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2013-Q2,,4504371.8,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2013-Q3,,4541751,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2016-Q4,,4960333.3,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2017-Q1,,4980846.5,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2017-Q2,,5012871.5,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2017-Q3,,5050653.8,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2017-Q4,,5111058.8,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2018-Q1,,5150675.8,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2008-Q4,,4238657,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2015-Q3,,4838509.3,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2015-Q4,,4849925,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2016-Q1,,4877999.5,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2016-Q2,,4889755.5,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2016-Q3,,4919381.5,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2019-Q4,,5387812.8,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020-Q1,,5315217.3,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020-Q2,,4908865,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020-Q3,,5320267.5,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020-Q4,,5398449,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2021-Q1,,5483905.8,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2004-Q1,,3972409,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2004-Q2,,4015594,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2009-Q2,,4136314,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2003-Q3,,3900085,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2003-Q4,,3944319.3,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2003-Q1,,3801390.3,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2003-Q2,,3840183.8,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2024-Q2,,6075028.5,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2024-Q3,,6129892.3,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2024-Q4,,6158251.5,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Quarterly National Accounts (for 'Developer API'),I,Q,Quarterly,Y,Calendar and seasonally adjusted,USA,United States,S1,Total economy,S1,Total economy,P3T5,Domestic demand,_Z,Not applicable,_Z,Not applicable,_T,Total,XDC,National currency,L,Chain linked volume,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2000-Q4,,3669408.8,,2017,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,USD,US dollar
